商品ID,賣家ID,商品名稱,商品連結,價格,星星趴數,歷史銷售量,商家地點
19124326455,98653696,台灣保固！電子鍋 電鍋 電飯鍋 飯鍋 美食鍋 小電鍋 煮飯鍋 蒸煮兩用 附蒸架 迷你電飯煲小型電飯鍋單人家用廚房小家電器,https://shopee.tw/台灣保固！電子鍋-電鍋-電飯鍋-飯鍋-美食鍋-小電鍋-煮飯鍋-蒸煮兩用-附蒸架-迷你電飯煲小型電飯鍋單人家用廚房小家電器-i.98653696.19124326455?sp_atk=ff0a9c8b-5eb7-4926-8d9a-a1d9f48e6ef5&xptdk=ff0a9c8b-5eb7-4926-8d9a-a1d9f48e6ef5,699.0,4.44,93.0,新北市土城區
2462440480,4880273,附發票 ◎電器網拍批發◎ CHIMEI 奇美 MINI美食調理鍋 EP-02MC20-W/EP-02MC20,https://shopee.tw/附發票-◎電器網拍批發◎-CHIMEI-奇美-MINI美食調理鍋-EP-02MC20-W-EP-02MC20-i.4880273.2462440480?sp_atk=6d2743d2-2165-4b66-9137-6b62afe303b7&xptdk=6d2743d2-2165-4b66-9137-6b62afe303b7,883.0,4.87,30.0,新北市泰山區
18473745055,947052239,迷你電飯煲1-2人小型電飯鍋家用多功能電器家電禮品,https://shopee.tw/迷你電飯煲1-2人小型電飯鍋家用多功能電器家電禮品-i.947052239.18473745055?sp_atk=7cd369dc-de89-4d13-822b-fedaafd71a27&xptdk=7cd369dc-de89-4d13-822b-fedaafd71a27,344.0,4.88,30.0,中國大陸
267415039,4880273,附發票 ◎電器網拍批發◎ 鍋寶 6公升智慧型壓力鍋 CW-6102W,https://shopee.tw/附發票-◎電器網拍批發◎-鍋寶-6公升智慧型壓力鍋-CW-6102W-i.4880273.267415039?sp_atk=e876d469-af9b-4cf1-8464-fb8a6dc49c8b&xptdk=e876d469-af9b-4cf1-8464-fb8a6dc49c8b,1898.0,4.96,106.0,新北市泰山區
19473742469,947052239,南極人家用多功能智能電飯煲1-2人迷你電飯鍋廚房電器多功能電飯煲迷你電飯煲定時預約電飯鍋家用2.5L,https://shopee.tw/南極人家用多功能智能電飯煲1-2人迷你電飯鍋廚房電器多功能電飯煲迷你電飯煲定時預約電飯鍋家用2.5L-i.947052239.19473742469?sp_atk=346e6d08-3232-458e-8098-3267d9e3769b&xptdk=346e6d08-3232-458e-8098-3267d9e3769b,628.0,5.0,1.0,中國大陸
20474205149,11343436,Kimi-電器商行 220V蘇泊智能電蒸鍋 多功能蒸鍋 大容量蒸鍋 LED大屏電蒸鍋 家用三層電蒸箱 蒸籠大蒸鍋,https://shopee.tw/Kimi-電器商行-220V蘇泊智能電蒸鍋-多功能蒸鍋-大容量蒸鍋-LED大屏電蒸鍋-家用三層電蒸箱-蒸籠大蒸鍋-i.11343436.20474205149?sp_atk=46ebbd0d-4cd8-4419-8022-b01518f62657&xptdk=46ebbd0d-4cd8-4419-8022-b01518f62657,694.0,5.0,13.0,桃園市蘆竹區
369168592,28078413,electricity-saving box 最新一代加強型 30000w 省電器/節電器/節電率/省電費/省電寶,https://shopee.tw/electricity-saving-box-最新一代加強型-30000w-省電器-節電器-節電率-省電費-省電寶-i.28078413.369168592?sp_atk=448913af-ef14-4bfe-b9d4-8a61666402eb&xptdk=448913af-ef14-4bfe-b9d4-8a61666402eb,179.0,4.83,469.0,臺北市士林區
22814446859,3782790,【70mai】移動式儲能行動電源 支援多電器 最高1200W 通過BSMI.NCC 大電量 登山 露營 悠遊戶外,https://shopee.tw/【70mai】移動式儲能行動電源-支援多電器-最高1200W-通過BSMI.NCC-大電量-登山-露營-悠遊戶外-i.3782790.22814446859?sp_atk=aa0ecc44-d104-478a-a7c6-f2d2a5f83748&xptdk=aa0ecc44-d104-478a-a7c6-f2d2a5f83748,34000.0,4.94,42.0,新北市新莊區
18467780693,862702818,【松逸電器】🤩現貨秒出🤩日象 12人份全機 316不鏽鋼養生電鍋 ZOER-TOP12H,https://shopee.tw/【松逸電器】🤩現貨秒出🤩日象-12人份全機-316不鏽鋼養生電鍋-ZOER-TOP12H-i.862702818.18467780693?sp_atk=dce7f262-1168-487a-908b-7dda40fdec30&xptdk=dce7f262-1168-487a-908b-7dda40fdec30,1350.0,4.96,32.0,新北市中和區
16024614168,3008521,【全新現貨】Ikiiki伊崎家電 1.5L 輕活料理鍋 / 多功能電器鍋 美食鍋 IK-MC3406,https://shopee.tw/【全新現貨】Ikiiki伊崎家電-1.5L-輕活料理鍋-多功能電器鍋-美食鍋-IK-MC3406-i.3008521.16024614168?sp_atk=d39ddbec-5085-4532-8b7b-6e48d19e8bd6&xptdk=d39ddbec-5085-4532-8b7b-6e48d19e8bd6,490.0,4.8,7.0,新北市新莊區
10486962194,34862491,【米歐電器商行】日象電鍋 12人份 全不鏽鋼電鍋 ERTOP12,https://shopee.tw/【米歐電器商行】日象電鍋-12人份-全不鏽鋼電鍋-ERTOP12-i.34862491.10486962194?sp_atk=36fcf66c-b4e2-4bc6-aedc-91a86895c2c0&xptdk=36fcf66c-b4e2-4bc6-aedc-91a86895c2c0,1350.0,4.96,135.0,宜蘭縣礁溪鄉
16681146552,14652332,免運 電器櫃/廚櫃/廚房櫃/電器置物架/邊櫃/廚房收納架/中島櫃/廚房收納櫃//中島電器櫃/收納櫃/多層烤箱儲物櫃,https://shopee.tw/免運-電器櫃-廚櫃-廚房櫃-電器置物架-邊櫃-廚房收納架-中島櫃-廚房收納櫃-中島電器櫃-收納櫃-多層烤箱儲物櫃-i.14652332.16681146552?sp_atk=1c331515-c076-43eb-9ed7-fed81a6e224a&xptdk=1c331515-c076-43eb-9ed7-fed81a6e224a,3010.0,4.76,112.0,臺中市大里區
10856989124,530330695,220V 迷你電飯煲 1-2人小型電飯鍋 家用多功能電器 智能自動家用廚房炊具 小家電 220V,https://shopee.tw/220V-迷你電飯煲-1-2人小型電飯鍋-家用多功能電器-智能自動家用廚房炊具-小家電-220V-i.530330695.10856989124?sp_atk=63b4d225-915f-4274-9377-5e556e76e906&xptdk=63b4d225-915f-4274-9377-5e556e76e906,586.0,4.43,10.0,中國大陸
14841171804,530330695,【110V220V電磁爐】家用廚房電器 大功率 觸摸屏 電燉鍋  節能電池灶2200W 特價 按鍵電磁爐 220V,https://shopee.tw/【110V220V電磁爐】家用廚房電器-大功率-觸摸屏-電燉鍋-節能電池灶2200W-特價-按鍵電磁爐-220V-i.530330695.14841171804?sp_atk=ba1990a2-de34-4f6c-ac63-7b32ead69461&xptdk=ba1990a2-de34-4f6c-ac63-7b32ead69461,618.5,4.55,21.0,中國大陸
21488735181,7335881,EcoPlay 1200W /1248Wh便攜式戶外電源 大容量充電站 停電緊急電源  電器備用電 13台設備同時充電,https://shopee.tw/EcoPlay-1200W-1248Wh便攜式戶外電源-大容量充電站-停電緊急電源-電器備用電-13台設備同時充電-i.7335881.21488735181?sp_atk=8fbd8f86-cb92-41c2-a8ba-5e228e14ff94&xptdk=8fbd8f86-cb92-41c2-a8ba-5e228e14ff94,28900.0,,21.0,臺南市東區
22467608130,11789356,【裕成電器‧鳳山自取免運費】日立HITACHI日本原裝進口空氣清淨機 UDP-PF120J,https://shopee.tw/【裕成電器‧鳳山自取免運費】日立HITACHI日本原裝進口空氣清淨機-UDP-PF120J-i.11789356.22467608130?sp_atk=a3174a68-a93b-41c4-92a8-8edd887789ce&xptdk=a3174a68-a93b-41c4-92a8-8edd887789ce,14300.0,,21.0,高雄市鳳山區
16375107899,213032989,110v電熱爐雙灶雙頭電熱爐 雙板爐電熱爐雙灶爐鑄鐵電子爐電磁爐火鍋烤肉煎蛋煮飯蒸菜爐子廚房電器雙管雙頭電熱爐2000W,https://shopee.tw/110v電熱爐雙灶雙頭電熱爐-雙板爐電熱爐雙灶爐鑄鐵電子爐電磁爐火鍋烤肉煎蛋煮飯蒸菜爐子廚房電器雙管雙頭電熱爐2000W-i.213032989.16375107899?sp_atk=aea1cc52-6f5e-4484-96ee-790a7d9379c2&xptdk=aea1cc52-6f5e-4484-96ee-790a7d9379c2,759.0,4.56,16.0,桃園市桃園區
5806481088,111405195,里大數位 懶人家電 多功能廚房電器 家用早餐機 三合一用途 烘烤/蒸煮/煎 實用早餐機 送禮自用兩相宜 兩種顏色可選擇,https://shopee.tw/里大數位-懶人家電-多功能廚房電器-家用早餐機-三合一用途-烘烤-蒸煮-煎-實用早餐機-送禮自用兩相宜-兩種顏色可選擇-i.111405195.5806481088?sp_atk=7ae68faf-39ee-4b6f-9f22-9f2206f33cde&xptdk=7ae68faf-39ee-4b6f-9f22-9f2206f33cde,1980.0,5.0,19.0,新北市三重區
7844901,3120439,威宏電器有限公司 -Philips 飛利浦 不挑鍋 黑晶爐 火鍋 煮水 快速加熱HD4998,https://shopee.tw/威宏電器有限公司-Philips-飛利浦-不挑鍋-黑晶爐-火鍋-煮水-快速加熱HD4998-i.3120439.7844901?sp_atk=b78a359b-8ba4-4831-887c-624e60077394&xptdk=b78a359b-8ba4-4831-887c-624e60077394,1850.0,4.97,113.0,臺南市麻豆區
13835445302,1881960,《電器🏎快速出貨🏎》✨現貨✨ YAMADA日式電飯煲2.5L家用小型智能電壓力鍋110v跨境不粘內膽宿舍白,https://shopee.tw/《電器🏎快速出貨🏎》✨現貨✨-YAMADA日式電飯煲2.5L家用小型智能電壓力鍋110v跨境不粘內膽宿舍白-i.1881960.13835445302?sp_atk=e48c8ac4-288c-41cc-88c4-8576e8778a43&xptdk=e48c8ac4-288c-41cc-88c4-8576e8778a43,1550.0,4.5,6.0,臺北市大安區
2132838809,18910193,YAMSAKI山崎家電 雙電壓304隨行電熱鍋 空姐鍋 美食鍋 快煮壺 SK-110AB [中部電器],https://shopee.tw/YAMSAKI山崎家電-雙電壓304隨行電熱鍋-空姐鍋-美食鍋-快煮壺-SK-110AB-中部電器--i.18910193.2132838809?sp_atk=967672fc-5d15-4940-a8df-e61d13d25dd7&xptdk=967672fc-5d15-4940-a8df-e61d13d25dd7,1520.0,5.0,12.0,臺南市七股區
20754977903,874163621,FEELING 南極人家用多功能智能電飯煲1-2人迷你電飯鍋廚房電器,https://shopee.tw/FEELING-南極人家用多功能智能電飯煲1-2人迷你電飯鍋廚房電器-i.874163621.20754977903?sp_atk=bb7f327a-5b07-4e35-b7a9-71a80ca56f53&xptdk=bb7f327a-5b07-4e35-b7a9-71a80ca56f53,641.5,3.0,4.0,中國大陸
1347912851,6039527,ZOJIRUSHI 象印電子鍋日本電器 專用 降壓器變壓器 110V轉100V 2000W,https://shopee.tw/ZOJIRUSHI-象印電子鍋日本電器-專用-降壓器變壓器-110V轉100V-2000W-i.6039527.1347912851?sp_atk=9e37b181-534a-48b3-8af5-2fdeabda7814&xptdk=9e37b181-534a-48b3-8af5-2fdeabda7814,1600.0,5.0,22.0,彰化縣福興鄉
8810995486,2388393,TRISTAR 電器多用途鍋 電氣多用途鍋  快煮鍋 燉煮鍋 燉鍋 油炸鍋 電鍋 多用途鍋,https://shopee.tw/TRISTAR-電器多用途鍋-電氣多用途鍋-快煮鍋-燉煮鍋-燉鍋-油炸鍋-電鍋-多用途鍋-i.2388393.8810995486?sp_atk=679c23a8-95b7-4136-a6a6-e1790e0632ab&xptdk=679c23a8-95b7-4136-a6a6-e1790e0632ab,350.0,,22.0,新北市新店區
21169421671,34078883,【信瑋電器】zushiang 日象12人份全機不鏽鋼養生電鍋【ZOER-TOP12H】,https://shopee.tw/【信瑋電器】zushiang-日象12人份全機不鏽鋼養生電鍋【ZOER-TOP12H】-i.34078883.21169421671?sp_atk=1331a401-da4f-4182-977a-7c5860a58cfb&xptdk=1331a401-da4f-4182-977a-7c5860a58cfb,1490.0,5.0,14.0,臺北市信義區
3757215728,5953179,🔥3C大賣場🔥時尚電蒸煮飯盒 HD-2140 廚房家電 料理電器 智能觸控 美食一鍵完成 蒸氣環流加熱,https://shopee.tw/🔥3C大賣場🔥時尚電蒸煮飯盒-HD-2140-廚房家電-料理電器-智能觸控-美食一鍵完成-蒸氣環流加熱-i.5953179.3757215728?sp_atk=c75ce8a1-487d-4f5c-999e-90aceb2d2dd8&xptdk=c75ce8a1-487d-4f5c-999e-90aceb2d2dd8,1450.0,5.0,1.0,新北市新莊區
12690189109,135188639,電器品-panasonic f-P20BH空氣清淨機(二手少在用),https://shopee.tw/電器品-panasonic-f-P20BH空氣清淨機(二手少在用)-i.135188639.12690189109?sp_atk=cae81112-5280-4bca-9137-71faa4e817e0&xptdk=cae81112-5280-4bca-9137-71faa4e817e0,1400.0,,1.0,臺南市永康區
4247454817,262324820,【臺灣專供】110V電壓 雙頭電熱爐 雙板爐 電熱爐 雙灶爐 鑄鐵電子爐 電磁爐 火鍋烤肉煎蛋 煮飯蒸菜爐子 廚房電器,https://shopee.tw/【臺灣專供】110V電壓-雙頭電熱爐-雙板爐-電熱爐-雙灶爐-鑄鐵電子爐-電磁爐-火鍋烤肉煎蛋-煮飯蒸菜爐子-廚房電器-i.262324820.4247454817?sp_atk=febfefa5-9ec2-496c-b8f1-c2812f0848d8&xptdk=febfefa5-9ec2-496c-b8f1-c2812f0848d8,899.0,4.56,30.0,中國大陸
2610274260,4880273,附發票 ◎電器網拍批發◎ SANLUX 台灣三洋 溫風款 大容量 10人份 烘碗機 SSK-10SU,https://shopee.tw/附發票-◎電器網拍批發◎-SANLUX-台灣三洋-溫風款-大容量-10人份-烘碗機-SSK-10SU-i.4880273.2610274260?sp_atk=803de3b4-6619-42f6-b00c-2f1826cfb205&xptdk=803de3b4-6619-42f6-b00c-2f1826cfb205,1988.0,4.95,31.0,新北市泰山區
18466845299,97978260,暖風機 伸縮折疊暖風扇 辦公  居家 110V暖風扇 速熱 電暖器 取暖器 電熱絲 暖爐 電器暖機 過熱斷電 方便收納,https://shopee.tw/暖風機-伸縮折疊暖風扇-辦公-居家-110V暖風扇-速熱-電暖器-取暖器-電熱絲-暖爐-電器暖機-過熱斷電-方便收納-i.97978260.18466845299?sp_atk=b8757ad4-9aed-436c-a0e0-52c16b22bcb6&xptdk=b8757ad4-9aed-436c-a0e0-52c16b22bcb6,429.0,5.0,7.0,桃園市大園區
99758615,4880273,附發票 ◎電器網拍批發◎維康 1.8L多功能美食鍋 WK-2050,https://shopee.tw/附發票-◎電器網拍批發◎維康-1.8L多功能美食鍋-WK-2050-i.4880273.99758615?sp_atk=0bbbc72c-cc71-46e6-8bf6-208c9b05b40f&xptdk=0bbbc72c-cc71-46e6-8bf6-208c9b05b40f,567.0,5.0,49.0,新北市泰山區
11095724971,27961645,【泓聲行動電源】户外便携式太阳能板 60W折叠防水充电包 行動便攜電源戶外電器應急充電設備充電器【40/60W隨機發】&,https://shopee.tw/【泓聲行動電源】户外便携式太阳能板-60W折叠防水充电包-行動便攜電源戶外電器應急充電設備充電器【40-60W隨機發】--i.27961645.11095724971?sp_atk=7fc8e58a-4418-4420-9f75-c9299a9d7b4b&xptdk=7fc8e58a-4418-4420-9f75-c9299a9d7b4b,2793.0,,49.0,桃園市蘆竹區
21075220687,20793551,電小二 出租戶外電源700高容量191400mAh戶外露營夜市擺攤戶外供電器 DXE708A,https://shopee.tw/電小二-出租戶外電源700高容量191400mAh戶外露營夜市擺攤戶外供電器-DXE708A-i.20793551.21075220687?sp_atk=a4d46242-73c0-4f62-8d49-a883241179bf&xptdk=a4d46242-73c0-4f62-8d49-a883241179bf,1480.0,,49.0,臺南市南區
10585565403,18910193,【中部電器】禾聯HERAN  1.7L智慧溫控快煮壺 電茶壺 HEK-17GL010,https://shopee.tw/【中部電器】禾聯HERAN-1.7L智慧溫控快煮壺-電茶壺-HEK-17GL010-i.18910193.10585565403?sp_atk=fa8ebc22-7825-4f49-a826-4890aba048b7&xptdk=fa8ebc22-7825-4f49-a826-4890aba048b7,1290.0,4.92,44.0,臺南市七股區
13274953496,14504251,富力森多機能電器鍋（全新）,https://shopee.tw/富力森多機能電器鍋（全新）-i.14504251.13274953496?sp_atk=42457e48-ef11-42b4-8f41-b9fb177f5190&xptdk=42457e48-ef11-42b4-8f41-b9fb177f5190,750.0,,44.0,高雄市苓雅區
23370577058,985612485,新款電器家用早餐機三合一自動全功能煮咖啡熱牛奶迷你小型電烤箱,https://shopee.tw/新款電器家用早餐機三合一自動全功能煮咖啡熱牛奶迷你小型電烤箱-i.985612485.23370577058?sp_atk=fb9cf660-5970-4907-8b20-bc5eebd3d567&xptdk=fb9cf660-5970-4907-8b20-bc5eebd3d567,1540.5,,44.0,中國大陸
15494616224,7396644,移動式落地櫃 附滾輪電器櫃 微波爐架 烤箱架 電器架 不鏽鋼廚房收納架 【10911-10916】 快樂生活網,https://shopee.tw/移動式落地櫃-附滾輪電器櫃-微波爐架-烤箱架-電器架-不鏽鋼廚房收納架-【10911-10916】-快樂生活網-i.7396644.15494616224?sp_atk=b43c0c00-4df7-49b4-b378-388a776b4d1b&xptdk=b43c0c00-4df7-49b4-b378-388a776b4d1b,5688.0,4.86,13.0,新北市汐止區
20066458652,17119857,台灣現貨 暖風機 可折疊電暖器 110V台灣專用 電暖器 取暖器 過熱斷電 暖爐 電器暖機 加熱取暖器 暖風扇,https://shopee.tw/台灣現貨-暖風機-可折疊電暖器-110V台灣專用-電暖器-取暖器-過熱斷電-暖爐-電器暖機-加熱取暖器-暖風扇-i.17119857.20066458652?sp_atk=432e6a50-55b5-48bf-90a3-bfca2dbd89e7&xptdk=432e6a50-55b5-48bf-90a3-bfca2dbd89e7,378.0,4.77,30.0,桃園市大園區
21766299454,899990189,【當天出貨】現貨小型110v燒水壺電器小家電美規日本電熱水壺0.8L,https://shopee.tw/【當天出貨】現貨小型110v燒水壺電器小家電美規日本電熱水壺0.8L-i.899990189.21766299454?sp_atk=eedea0be-4d9c-4c52-bb01-89b32c222098&xptdk=eedea0be-4d9c-4c52-bb01-89b32c222098,1353.5,,30.0,中國大陸
7895308944,8531636,電控箱 電器箱 白鐵水電箱 客製規劃配盤 自動化控制系統整合,https://shopee.tw/電控箱-電器箱-白鐵水電箱-客製規劃配盤-自動化控制系統整合-i.8531636.7895308944?sp_atk=94467695-2aee-4485-b57d-c65b4f2fe71d&xptdk=94467695-2aee-4485-b57d-c65b4f2fe71d,564.0,4.75,21.0,臺中市太平區
19924871084,20793551,電小二 出租戶外電源2200高容量522000mAh戶外露營夜市擺攤戶外供電器 DXE2200A,https://shopee.tw/電小二-出租戶外電源2200高容量522000mAh戶外露營夜市擺攤戶外供電器-DXE2200A-i.20793551.19924871084?sp_atk=36436ad4-0f1c-447e-ba89-84b414631ac7&xptdk=36436ad4-0f1c-447e-ba89-84b414631ac7,2080.0,,21.0,臺南市南區
730882344,14359310,『日本直送』現貨在台 日本 PRISMATE 阪和電器 阪和人體感應式 電暖爐 電暖器 個人暖爐 小型暖爐 小型電暖器,https://shopee.tw/『日本直送』現貨在台-日本-PRISMATE-阪和電器-阪和人體感應式-電暖爐-電暖器-個人暖爐-小型暖爐-小型電暖器-i.14359310.730882344?sp_atk=7ac617ed-cbae-4e45-9bb2-7267c8c74144&xptdk=7ac617ed-cbae-4e45-9bb2-7267c8c74144,1580.0,4.78,27.0,臺北市北投區
23210416571,17518896,全新/二手 居家用品/電器,https://shopee.tw/全新-二手-居家用品-電器-i.17518896.23210416571?sp_atk=907d743a-68d4-4953-a711-6c2f7541f6af&xptdk=907d743a-68d4-4953-a711-6c2f7541f6af,180.0,,27.0,臺北市士林區
20480452073,104334831,人力發電健身車 300瓦 可發電 可供小電器 儲電,https://shopee.tw/人力發電健身車-300瓦-可發電-可供小電器-儲電-i.104334831.20480452073?sp_atk=f2d158d0-77f6-4ad0-94ca-ccaf04299d89&xptdk=f2d158d0-77f6-4ad0-94ca-ccaf04299d89,8500.0,,27.0,臺南市麻豆區
466107593,4880273,附發票◎電器網拍批發◎名象桌上型溫風式微電腦烘碗機 TT-737,https://shopee.tw/附發票◎電器網拍批發◎名象桌上型溫風式微電腦烘碗機-TT-737-i.4880273.466107593?sp_atk=5b78a80d-6266-40ba-ba8b-2879a61ff4e3&xptdk=5b78a80d-6266-40ba-ba8b-2879a61ff4e3,1462.0,4.93,134.0,新北市泰山區
11486402996,5453670,怡悅 HEPA 濾心 濾網 適用 夏普 SHARP FU-H80T-N FP-J80T-W FP-J60T-W 清淨機,https://shopee.tw/怡悅-HEPA-濾心-濾網-適用-夏普-SHARP-FU-H80T-N-FP-J80T-W-FP-J60T-W-清淨機-i.5453670.11486402996?sp_atk=a4e6106e-f0ab-4888-b0f1-4fb3b174e4a2&xptdk=a4e6106e-f0ab-4888-b0f1-4fb3b174e4a2,643.0,5.0,840.0,南投縣南投市
14159551479,40356424,【未來實驗室】N7+N7S+N7D 空氣清淨調理3入組(分開裝) 空氣清淨機,https://shopee.tw/【未來實驗室】N7-N7S-N7D-空氣清淨調理3入組(分開裝)-空氣清淨機-i.40356424.14159551479?sp_atk=e85db6fb-d5f5-40ee-907a-baddbd7c127d&xptdk=e85db6fb-d5f5-40ee-907a-baddbd7c127d,2399.0,4.95,3198.0,臺北市中正區
3539516150,215383446,適用 夏普 SHARP KC-JD50T KC-JD50T-W KC-JH50T 抗菌 HEPA 活性碳濾網,https://shopee.tw/適用-夏普-SHARP-KC-JD50T-KC-JD50T-W-KC-JH50T-抗菌-HEPA-活性碳濾網-i.215383446.3539516150?sp_atk=7fbfbd51-652f-4e52-872e-175d2ef0d38f&xptdk=7fbfbd51-652f-4e52-872e-175d2ef0d38f,715.0,4.95,1093.0,新北市新店區
3629696663,215383446,適用 Blueair 400 405 403 450 480i 490i 抗菌HEPA濾網 複合顆粒活性碳濾芯,https://shopee.tw/適用-Blueair-400-405-403-450-480i-490i-抗菌HEPA濾網-複合顆粒活性碳濾芯-i.215383446.3629696663?sp_atk=4ad1fcf1-ab2b-4d2c-ab3a-a05ed7ad26c9&xptdk=4ad1fcf1-ab2b-4d2c-ab3a-a05ed7ad26c9,1830.0,4.95,505.0,新北市新店區
41338672,5453670,怡悅 活性碳 靜電空氣濾網 適用 3M 小米 SHARP Honeywell  空氣清淨機 冷氣機 除濕機 單卷賣場,https://shopee.tw/怡悅-活性碳-靜電空氣濾網-適用-3M-小米-SHARP-Honeywell-空氣清淨機-冷氣機-除濕機-單卷賣場-i.5453670.41338672?sp_atk=ab5e7191-b01e-4fbe-935c-9297d3989da6&xptdk=ab5e7191-b01e-4fbe-935c-9297d3989da6,227.5,4.97,25000.0,南投縣南投市
8360735654,344095175,【現貨免運★台湾保固】Hysure海說品牌Polo 空氣清淨機 除濕機 空氣清淨機除濕機 除濕 空氣清淨 空氣清淨除濕機,https://shopee.tw/【現貨免運★台湾保固】Hysure海說品牌Polo-空氣清淨機-除濕機-空氣清淨機除濕機-除濕-空氣清淨-空氣清淨除濕機-i.344095175.8360735654?sp_atk=0c98cb36-ff48-4b05-8d40-31e058811f5f&xptdk=0c98cb36-ff48-4b05-8d40-31e058811f5f,2590.0,4.95,7744.0,桃園市龜山區
